gbd_term	mapped_trait_uri	mapping_strategy	mapping_source	include_in_pipeline	hierarchy_distance	hierarchy_weight	root_mapped_trait_uri	lookup_trait_uri	replacement_type	source_file	source_column	source_value	search_term	matched_gwas_trait_examples	n_matching_pubmeds
Chronic kidney disease due to diabetes mellitus type 1	EFO:0004996	canonical	canonical_model_review	TRUE	0	1	EFO:0004996		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0004996	Chronic kidney disease due to diabetes mellitus type 1		1
Chronic kidney disease due to diabetes mellitus type 1	MONDO:0005016	canonical	canonical_human_review	TRUE	0	1	MONDO:0005016		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005016	Chronic kidney disease due to diabetes mellitus type 1		21
Chronic kidney disease due to diabetes mellitus type 2	EFO:0004997	canonical	canonical_model_review	TRUE	0	1	EFO:0004997		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0004997	Chronic kidney disease due to diabetes mellitus type 2		2
Chronic kidney disease due to diabetes mellitus type 2	MONDO:0005016	canonical	canonical_model_review	TRUE	0	1	MONDO:0005016		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005016	Chronic kidney disease due to diabetes mellitus type 2		21
Chronic kidney disease due to glomerulonephritis	MONDO:0002461	canonical	canonical_model_review	TRUE	0	1	MONDO:0002461		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002461	Chronic kidney disease due to glomerulonephritis		1
Chronic kidney disease due to glomerulonephritis	MONDO:0002462	canonical	canonical_model_review	TRUE	0	1	MONDO:0002462		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002462	Chronic kidney disease due to glomerulonephritis		5
Chronic kidney disease due to glomerulonephritis	MONDO:0005342	canonical	canonical_model_review	TRUE	0	1	MONDO:0005342		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005342	Chronic kidney disease due to glomerulonephritis		11
Chronic kidney disease due to glomerulonephritis	MONDO:0100313	canonical	canonical_model_review	TRUE	0	1	MONDO:0100313		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0100313	Chronic kidney disease due to glomerulonephritis		2
Chronic lymphoid leukemia	MONDO:0004948	canonical	canonical_model_review	TRUE	0	1	MONDO:0004948		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004948	Chronic lymphoid leukemia		15
Chronic lymphoid leukemia	MONDO:0005402	canonical	canonical_human_review	TRUE	0	1	MONDO:0005402		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005402	Chronic lymphoid leukemia		6
Chronic myeloid leukemia	MONDO:0004643	canonical	canonical_model_review	TRUE	0	1	MONDO:0004643		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004643	Chronic myeloid leukemia		3
Chronic myeloid leukemia	MONDO:0011996	canonical	canonical_model_review	TRUE	0	1	MONDO:0011996		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0011996	Chronic myeloid leukemia		4
Chronic obstructive pulmonary disease	EFO:0009910	canonical	canonical_model_review	TRUE	0	1	EFO:0009910		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0009910	Chronic obstructive pulmonary disease		1
Chronic obstructive pulmonary disease	MONDO:0005002	canonical	canonical_model_review	TRUE	0	1	MONDO:0005002		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005002	Chronic obstructive pulmonary disease		46
Cirrhosis and other chronic liver diseases	EFO:0004267	canonical	canonical_model_review	TRUE	0	1	EFO:0004267		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0004267	Cirrhosis and other chronic liver diseases		4
Cirrhosis and other chronic liver diseases	HP:0001395	canonical	canonical_model_review	TRUE	0	1	HP:0001395		original	04_evidence_package_reviewed.csv	ontology_id	HP:0001395	Cirrhosis and other chronic liver diseases		5
Cirrhosis and other chronic liver diseases	MONDO:0005155	canonical	canonical_model_review	TRUE	0	1	MONDO:0005155		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005155	Cirrhosis and other chronic liver diseases		20
Cirrhosis and other chronic liver diseases	MONDO:0005448	canonical	canonical_model_review	TRUE	0	1	MONDO:0005448		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005448	Cirrhosis and other chronic liver diseases		1
Cirrhosis and other chronic liver diseases	MONDO:0006644	canonical	canonical_model_review	TRUE	0	1	MONDO:0006644		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006644	Cirrhosis and other chronic liver diseases		4
Cirrhosis and other chronic liver diseases	MONDO:0007027	canonical	canonical_model_review	TRUE	0	1	MONDO:0007027		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0007027	Cirrhosis and other chronic liver diseases		3
Cirrhosis and other chronic liver diseases	MONDO:0013209	canonical	canonical_model_review	TRUE	0	1	MONDO:0013209		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0013209	Cirrhosis and other chronic liver diseases		28
Cirrhosis due to alcohol	MONDO:0005155	canonical	canonical_model_review	TRUE	0	1	MONDO:0005155		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005155	Cirrhosis due to alcohol		20
Cirrhosis due to alcohol	MONDO:0006644	canonical	canonical_model_review	TRUE	0	1	MONDO:0006644		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006644	Cirrhosis due to alcohol		4
Cirrhosis due to other causes	MONDO:0005155	canonical	canonical_model_review	TRUE	0	1	MONDO:0005155		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005155	Cirrhosis due to other causes		20
Cocaine use disorders	EFO:0010445	canonical	canonical_model_review	TRUE	0	1	EFO:0010445		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0010445	Cocaine use disorders		1
Colon and rectum cancer	MONDO:0002032	canonical	canonical_model_review	TRUE	0	1	MONDO:0002032		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002032	Colon and rectum cancer		12
Colon and rectum cancer	MONDO:0002033	canonical	canonical_model_review	TRUE	0	1	MONDO:0002033		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002033	Colon and rectum cancer		2
Colon and rectum cancer	MONDO:0002238	canonical	canonical_model_review	TRUE	0	1	MONDO:0002238		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002238	Colon and rectum cancer		1
Colon and rectum cancer	MONDO:0005575	canonical	canonical_model_review	TRUE	0	1	MONDO:0005575		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005575	Colon and rectum cancer		98
Colon and rectum cancer	MONDO:0006519	canonical	canonical_model_review	TRUE	0	1	MONDO:0006519		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006519	Colon and rectum cancer		8
Colon and rectum cancer	MONDO:0024331	canonical	canonical_model_review	TRUE	0	1	MONDO:0024331		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0024331	Colon and rectum cancer		6
Conduct disorder	MONDO:0005352	canonical	canonical_model_review	TRUE	0	1	MONDO:0005352		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005352	Conduct disorder		6
Congenital birth defects	EFO:0022941	canonical	canonical_model_review	TRUE	0	1	EFO:0022941		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0022941	Congenital birth defects		1
Congenital birth defects	EFO:0600032	canonical	canonical_model_review	TRUE	0	1	EFO:0600032		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0600032	Congenital birth defects		1
Congenital birth defects	HP:0001374	canonical	canonical_model_review	TRUE	0	1	HP:0001374		original	04_evidence_package_reviewed.csv	ontology_id	HP:0001374	Congenital birth defects		1
Congenital birth defects	MONDO:0005453	canonical	canonical_model_review	TRUE	0	1	MONDO:0005453		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005453	Congenital birth defects		5
Congenital birth defects	MONDO:0005584	canonical	canonical_model_review	TRUE	0	1	MONDO:0005584		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005584	Congenital birth defects		5
Congenital birth defects	MONDO:0017427	canonical	canonical_model_review	TRUE	0	1	MONDO:0017427		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0017427	Congenital birth defects		3
Congenital birth defects	MONDO:0019054	canonical	canonical_model_review	TRUE	0	1	MONDO:0019054		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0019054	Congenital birth defects		1
Congenital birth defects	MONDO:0019512	canonical	canonical_model_review	TRUE	0	1	MONDO:0019512		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0019512	Congenital birth defects		4
Congenital birth defects	MONDO:0024239	canonical	canonical_model_review	TRUE	0	1	MONDO:0024239		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0024239	Congenital birth defects		4
Congenital heart anomalies	EFO:0600032	canonical	canonical_model_review	TRUE	0	1	EFO:0600032		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0600032	Congenital heart anomalies		1
Congenital heart anomalies	MONDO:0005453	canonical	canonical_model_review	TRUE	0	1	MONDO:0005453		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005453	Congenital heart anomalies		5
Congenital heart anomalies	MONDO:0005584	canonical	canonical_model_review	TRUE	0	1	MONDO:0005584		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005584	Congenital heart anomalies		5
Congenital heart anomalies	MONDO:0016581	canonical	canonical_model_review	TRUE	0	1	MONDO:0016581		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0016581	Congenital heart anomalies		5
Congenital heart anomalies	MONDO:0019512	canonical	canonical_model_review	TRUE	0	1	MONDO:0019512		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0019512	Congenital heart anomalies		4
Congenital heart anomalies	MONDO:0020292	canonical	canonical_model_review	TRUE	0	1	MONDO:0020292		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0020292	Congenital heart anomalies		5
Congenital heart anomalies	MONDO:0024239	canonical	canonical_model_review	TRUE	0	1	MONDO:0024239		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0024239	Congenital heart anomalies		4
Congenital musculoskeletal and limb anomalies	HP:0033127	canonical	canonical_model_review	TRUE	0	1	HP:0033127		original	04_evidence_package_reviewed.csv	ontology_id	HP:0033127	Congenital musculoskeletal and limb anomalies		1
Congenital musculoskeletal and limb anomalies	MONDO:0017427	canonical	canonical_model_review	TRUE	0	1	MONDO:0017427		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0017427	Congenital musculoskeletal and limb anomalies		3
Congenital musculoskeletal and limb anomalies	MONDO:0019054	canonical	canonical_model_review	TRUE	0	1	MONDO:0019054		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0019054	Congenital musculoskeletal and limb anomalies		1
Contact dermatitis	MONDO:0002138	canonical	canonical_model_review	TRUE	0	1	MONDO:0002138		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002138	Contact dermatitis		1
Contact dermatitis	MONDO:0005480	canonical	canonical_model_review	TRUE	0	1	MONDO:0005480		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005480	Contact dermatitis		8
Contact dermatitis	MONDO:0005481	canonical	canonical_model_review	TRUE	0	1	MONDO:0005481		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005481	Contact dermatitis		1
Contact dermatitis	MONDO:0006525	canonical	canonical_model_review	TRUE	0	1	MONDO:0006525		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006525	Contact dermatitis		2
Crohn's disease	MONDO:0005011	canonical	canonical_model_review	TRUE	0	1	MONDO:0005011		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005011	Crohn's disease		56
Crohn's disease	MONDO:0005537	canonical	canonical_model_review	TRUE	0	1	MONDO:0005537		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005537	Crohn's disease		1
Cutaneous and mucocutaneous leishmaniasis	MONDO:0005446	canonical	canonical_model_review	TRUE	0	1	MONDO:0005446		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005446	Cutaneous and mucocutaneous leishmaniasis		1
Decubitus ulcer	EFO:0007066	canonical	canonical_model_review	TRUE	0	1	EFO:0007066		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0007066	Decubitus ulcer		6
Decubitus ulcer	EFO:0007067	canonical	canonical_model_review	TRUE	0	1	EFO:0007067		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0007067	Decubitus ulcer		7
Dengue	MONDO:0005358	canonical	canonical_model_review	TRUE	0	1	MONDO:0005358		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005358	Dengue		1
Depressive disorders	EFO:0007634	canonical	canonical_model_review	TRUE	0	1	EFO:0007634		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0007634	Depressive disorders		7
Depressive disorders	MONDO:0002009	canonical	canonical_model_review	TRUE	0	1	MONDO:0002009		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002009	Depressive disorders		122
Depressive disorders	MONDO:0002050	canonical	canonical_model_review	TRUE	0	1	MONDO:0002050		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002050	Depressive disorders		10
Depressive disorders	MONDO:0005371	canonical	canonical_model_review	TRUE	0	1	MONDO:0005371		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005371	Depressive disorders		14
Dermatitis	EFO:1000651	canonical	canonical_model_review	TRUE	0	1	EFO:1000651		original	04_evidence_package_reviewed.csv	ontology_id	EFO:1000651	Dermatitis		1
Dermatitis	HP:0000964	canonical	canonical_model_review	TRUE	0	1	HP:0000964		original	04_evidence_package_reviewed.csv	ontology_id	HP:0000964	Dermatitis		9
Dermatitis	MONDO:0002138	canonical	canonical_model_review	TRUE	0	1	MONDO:0002138		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002138	Dermatitis		1
Dermatitis	MONDO:0002406	canonical	canonical_model_review	TRUE	0	1	MONDO:0002406		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002406	Dermatitis		6
Dermatitis	MONDO:0005480	canonical	canonical_model_review	TRUE	0	1	MONDO:0005480		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005480	Dermatitis		8
Dermatitis	MONDO:0006525	canonical	canonical_model_review	TRUE	0	1	MONDO:0006525		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006525	Dermatitis		2
Dermatitis	MONDO:0006608	canonical	canonical_model_review	TRUE	0	1	MONDO:0006608		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006608	Dermatitis		7
Dermatitis	MONDO:0015614	canonical	canonical_model_review	TRUE	0	1	MONDO:0015614		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0015614	Dermatitis		2
Diabetes mellitus	MONDO:0005015	canonical	canonical_model_review	TRUE	0	1	MONDO:0005015		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005015	Diabetes mellitus		29
Diabetes mellitus	MONDO:0005148	canonical	canonical_model_review	TRUE	0	1	MONDO:0005148		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005148	Diabetes mellitus		167
Diabetes mellitus type 1	MONDO:0005147	canonical	canonical_model_review	TRUE	0	1	MONDO:0005147		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005147	Diabetes mellitus type 1		54
Diabetes mellitus type 2	MONDO:0005148	canonical	canonical_model_review	TRUE	0	1	MONDO:0005148		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005148	Diabetes mellitus type 2		167
Diarrheal diseases	HP:0002014	canonical	canonical_model_review	TRUE	0	1	HP:0002014		original	04_evidence_package_reviewed.csv	ontology_id	HP:0002014	Diarrheal diseases		14
Diarrheal diseases	MONDO:0000916	canonical	canonical_model_review	TRUE	0	1	MONDO:0000916		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0000916	Diarrheal diseases		7
Digestive congenital anomalies	MONDO:0019938	canonical	canonical_model_review	TRUE	0	1	MONDO:0019938		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0019938	Digestive congenital anomalies		1
Diphtheria	MONDO:0005504	canonical	canonical_model_review	TRUE	0	1	MONDO:0005504		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005504	Diphtheria		1
Drug use disorders	EFO:0005431	canonical	canonical_model_review	TRUE	0	1	EFO:0005431		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0005431	Drug use disorders		1
Drug use disorders	EFO:0010445	canonical	canonical_model_review	TRUE	0	1	EFO:0010445		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0010445	Drug use disorders		1
Dysthymia	MONDO:0001442	canonical	canonical_model_review	TRUE	0	1	MONDO:0001442		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0001442	Dysthymia		3
Eating disorders	MONDO:0005451	canonical	canonical_model_review	TRUE	0	1	MONDO:0005451		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005451	Eating disorders		6
Ectopic pregnancy	HP:0031456	canonical	canonical_model_review	TRUE	0	1	HP:0031456		original	04_evidence_package_reviewed.csv	ontology_id	HP:0031456	Ectopic pregnancy		8
Encephalitis	MONDO:0000166	canonical	canonical_human_review	TRUE	0	1	MONDO:0000166		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0000166	Encephalitis		1
Encephalitis	MONDO:0006009	canonical	canonical_human_review	TRUE	0	1	MONDO:0006009		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006009	Encephalitis		2
Encephalitis	MONDO:0019956	canonical	canonical_model_review	TRUE	0	1	MONDO:0019956		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0019956	Encephalitis		3
Endocarditis	MONDO:0005025	canonical	canonical_model_review	TRUE	0	1	MONDO:0005025		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005025	Endocarditis		8
Endocarditis	MONDO:0006669	canonical	canonical_model_review	TRUE	0	1	MONDO:0006669		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006669	Endocarditis		1
Endocrine, metabolic, blood, and immune disorders	HP:0001871	canonical	canonical_model_review	TRUE	0	1	HP:0001871		original	04_evidence_package_reviewed.csv	ontology_id	HP:0001871	Endocrine, metabolic, blood, and immune disorders		7
Endocrine, metabolic, blood, and immune disorders	HP:0002715	canonical	canonical_model_review	TRUE	0	1	HP:0002715		original	04_evidence_package_reviewed.csv	ontology_id	HP:0002715	Endocrine, metabolic, blood, and immune disorders		3
Endocrine, metabolic, blood, and immune disorders	MONDO:0005570	canonical	canonical_model_review	TRUE	0	1	MONDO:0005570		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005570	Endocrine, metabolic, blood, and immune disorders		6
Endometriosis	MONDO:0001285	canonical	canonical_model_review	TRUE	0	1	MONDO:0001285		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0001285	Endometriosis		1
Endometriosis	MONDO:0005133	canonical	canonical_model_review	TRUE	0	1	MONDO:0005133		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005133	Endometriosis		33
Endometriosis	MONDO:0006337	canonical	canonical_model_review	TRUE	0	1	MONDO:0006337		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006337	Endometriosis		1
Esophageal cancer	MONDO:0005028	canonical	canonical_model_review	TRUE	0	1	MONDO:0005028		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005028	Esophageal cancer		7
Esophageal cancer	MONDO:0007576	canonical	canonical_model_review	TRUE	0	1	MONDO:0007576		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0007576	Esophageal cancer		6
Esophageal cancer	MONDO:0019086	canonical	canonical_model_review	TRUE	0	1	MONDO:0019086		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0019086	Esophageal cancer		12
Eye cancer	MONDO:0002236	canonical	canonical_model_review	TRUE	0	1	MONDO:0002236		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002236	Eye cancer		2
Female infertility	EFO:0021795	canonical	canonical_model_review	TRUE	0	1	EFO:0021795		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0021795	Female infertility		2
Female infertility	HP:0008209	canonical	canonical_model_review	TRUE	0	1	HP:0008209		original	04_evidence_package_reviewed.csv	ontology_id	HP:0008209	Female infertility		1
Female infertility	MONDO:0005387	canonical	canonical_model_review	TRUE	0	1	MONDO:0005387		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005387	Female infertility		5
Female infertility	MONDO:0021124	canonical	canonical_model_review	TRUE	0	1	MONDO:0021124		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0021124	Female infertility		9
Fungal skin diseases	MONDO:0000254	canonical	canonical_model_review	TRUE	0	1	MONDO:0000254		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0000254	Fungal skin diseases		3
Fungal skin diseases	MONDO:0002041	canonical	canonical_model_review	TRUE	0	1	MONDO:0002041		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002041	Fungal skin diseases		5
Fungal skin diseases	MONDO:0004678	canonical	canonical_model_review	TRUE	0	1	MONDO:0004678		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004678	Fungal skin diseases		8
Gallbladder and biliary diseases	MONDO:0004868	canonical	canonical_model_review	TRUE	0	1	MONDO:0004868		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004868	Gallbladder and biliary diseases		8
Gallbladder and biliary diseases	MONDO:0005281	canonical	canonical_model_review	TRUE	0	1	MONDO:0005281		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005281	Gallbladder and biliary diseases		9
Gallbladder and biliary diseases	MONDO:0005388	canonical	canonical_model_review	TRUE	0	1	MONDO:0005388		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005388	Gallbladder and biliary diseases		13
Gallbladder and biliary diseases	MONDO:0021416	canonical	canonical_model_review	TRUE	0	1	MONDO:0021416		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0021416	Gallbladder and biliary diseases		2
Gallbladder and biliary tract cancer	MONDO:0003060	canonical	canonical_model_review	TRUE	0	1	MONDO:0003060		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0003060	Gallbladder and biliary tract cancer		2
Gallbladder and biliary tract cancer	MONDO:0003090	canonical	canonical_model_review	TRUE	0	1	MONDO:0003090		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0003090	Gallbladder and biliary tract cancer		1
Gallbladder and biliary tract cancer	MONDO:0018918	canonical	canonical_model_review	TRUE	0	1	MONDO:0018918		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0018918	Gallbladder and biliary tract cancer		4
Gallbladder and biliary tract cancer	MONDO:0021253	canonical	canonical_model_review	TRUE	0	1	MONDO:0021253		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0021253	Gallbladder and biliary tract cancer		6
Gastritis and duodenitis	MONDO:0004628	canonical	canonical_model_review	TRUE	0	1	MONDO:0004628		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004628	Gastritis and duodenitis		3
Gastritis and duodenitis	MONDO:0004966	canonical	canonical_model_review	TRUE	0	1	MONDO:0004966		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004966	Gastritis and duodenitis		11
Gastritis and duodenitis	MONDO:0005001	canonical	canonical_model_review	TRUE	0	1	MONDO:0005001		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005001	Gastritis and duodenitis		2
Gastritis and duodenitis	MONDO:0006665	canonical	canonical_model_review	TRUE	0	1	MONDO:0006665		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006665	Gastritis and duodenitis		6
Gastroesophageal reflux disease	MONDO:0006896	canonical	canonical_model_review	TRUE	0	1	MONDO:0006896		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006896	Gastroesophageal reflux disease		4
Gastroesophageal reflux disease	MONDO:0007186	canonical	canonical_model_review	TRUE	0	1	MONDO:0007186		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0007186	Gastroesophageal reflux disease		24
Genital herpes	MONDO:0004609	canonical	canonical_model_review	TRUE	0	1	MONDO:0004609		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0004609	Genital herpes		6
Genital herpes	MONDO:0005770	canonical	canonical_model_review	TRUE	0	1	MONDO:0005770		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005770	Genital herpes		1
Genital prolapse	EFO:1001864	canonical	canonical_model_review	TRUE	0	1	EFO:1001864		original	04_evidence_package_reviewed.csv	ontology_id	EFO:1001864	Genital prolapse		9
Genital prolapse	MONDO:0000082	canonical	canonical_model_review	TRUE	0	1	MONDO:0000082		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0000082	Genital prolapse		11
Glaucoma	EFO:0021425	canonical	canonical_model_review	TRUE	0	1	EFO:0021425		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0021425	Glaucoma		1
Glaucoma	MONDO:0001868	canonical	canonical_model_review	TRUE	0	1	MONDO:0001868		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0001868	Glaucoma		7
Glaucoma	MONDO:0005041	canonical	canonical_model_review	TRUE	0	1	MONDO:0005041		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005041	Glaucoma		28
Glaucoma	MONDO:0005338	canonical	canonical_model_review	TRUE	0	1	MONDO:0005338		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005338	Glaucoma		30
Glaucoma	MONDO:0006837	canonical	canonical_model_review	TRUE	0	1	MONDO:0006837		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0006837	Glaucoma		2
Gout	EFO:0021525	canonical	canonical_model_review	TRUE	0	1	EFO:0021525		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0021525	Gout		1
Gout	MONDO:0005393	canonical	canonical_model_review	TRUE	0	1	MONDO:0005393		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0005393	Gout		37
Gynecological diseases	EFO:0005757	canonical	canonical_model_review	TRUE	0	1	EFO:0005757		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0005757	Gynecological diseases		3
Gynecological diseases	MONDO:0000922	canonical	canonical_model_review	TRUE	0	1	MONDO:0000922		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0000922	Gynecological diseases		10
Gynecological diseases	MONDO:0002263	canonical	canonical_model_review	TRUE	0	1	MONDO:0002263		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0002263	Gynecological diseases		11
HIV/AIDS	EFO:0000180	canonical	canonical_model_review	TRUE	0	1	EFO:0000180		original	04_evidence_package_reviewed.csv	ontology_id	EFO:0000180	HIV/AIDS		13
HIV/AIDS	MONDO:0012268	canonical	canonical_model_review	TRUE	0	1	MONDO:0012268		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0012268	HIV/AIDS		4
HIV/AIDS resulting in other diseases	MONDO:0012268	canonical	canonical_model_review	TRUE	0	1	MONDO:0012268		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0012268	HIV/AIDS resulting in other diseases		4
Headache disorders	HP:0002315	canonical	canonical_model_review	TRUE	0	1	HP:0002315		original	04_evidence_package_reviewed.csv	ontology_id	HP:0002315	Headache disorders		17
Headache disorders	MONDO:0021146	canonical	canonical_model_review	TRUE	0	1	MONDO:0021146		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0021146	Headache disorders		9
Hemoglobinopathies and hemolytic anemias	MONDO:0003689	canonical	canonical_model_review	TRUE	0	1	MONDO:0003689		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0003689	Hemoglobinopathies and hemolytic anemias		4
Hemoglobinopathies and hemolytic anemias	MONDO:0019050	canonical	canonical_model_review	TRUE	0	1	MONDO:0019050		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0019050	Hemoglobinopathies and hemolytic anemias		4
Hemoglobinopathies and hemolytic anemias	MONDO:0020108	canonical	canonical_model_review	TRUE	0	1	MONDO:0020108		original	04_evidence_package_reviewed.csv	ontology_id	MONDO:0020108	Hemoglobinopathies and hemolytic anemias		2
